Feature Name,Target,Diameter,Center Latitude,Center          Longitude,Feature Type,Approval Date,Origin
Isabella,Venus,175.00,-29.80,204.20,"Crater, craters",1994,Of Castile; Spanish queen (1451-1504).
Isako,Venus,13.50,-9.00,278.00,"Crater, craters",1994,Japanese first name.
Iseghey Mons,Venus,500.00,9.00,171.00,"Mons, montes",1997,Yakutian/Saha goddess of cows.
Ishkus Regio,Venus,1000.00,-61.00,245.00,"Regio, regiones",1997,Makah (NW Coast) forest giantess.
Ishtar Terra,Venus,5610.00,70.40,27.50,"Terra, terrae",1979,Babylonian goddess of love.
Ismo Tholi,Venus,125.00,-29.71,213.34,"Tholus, tholi","May 05, 2023",Finnish wind goddess.
Isolde,Venus,11.90,-74.50,211.90,"Crater, craters",1997,English first name.
Isong Corona,Venus,540.00,12.00,49.20,"Corona, coronae",1994,Ibibio (Nigeria) fertility goddess.
Istadoy,Venus,5.40,-51.80,132.60,"Crater, craters",1997,Tajik first name.
Istustaya Tesserae,Venus,505.00,-8.76,42.23,"Tessera, tesserae","Nov 06, 2019","Hattian/Hittite goddess of destiny, who spins the threads of fate."
Itoki Fluctus,Venus,900.00,-6.00,229.00,"Fluctus, fluctūs",2003,"Nicaraguan goddess of insects, stars, and planets."
Ituana Corona,Venus,220.00,19.50,153.50,"Corona, coronae",1997,"Amazon River goddess, “;Mother Scorpion“;, afterworld ruler."
Itzpapalotl Tessera,Venus,380.00,75.70,317.60,"Tessera, tesserae",1985,Aztec goddess of fate.
Ivka,Venus,14.90,68.20,303.80,"Crater, craters",1985,Serbocroatian first name.
Ivne,Venus,9.00,-27.00,132.80,"Crater, craters",1997,Koryak (Kamchatka) first name.
Iweridd Corona,Venus,500.00,-21.00,310.00,"Corona, coronae",1994,Brythonic (English Celtic) earth goddess.
Ix Chel Chasma,Venus,503.00,-10.00,73.40,"Chasma, chasmata",1982,Aztec wife of the Sun god; probably moon goddess.
Ixcuina Corona,Venus,150.00,-47.50,207.50,"Corona, coronae",2000,Aztec earth and fertility goddess.
Ixtab Mons,Venus,80.00,15.70,242.20,"Mons, montes",2003,Mayan goddess of death.
Iyatik Corona,Venus,200.00,-16.50,347.50,"Corona, coronae",1997,Keresan Pueblo (New Mexico) corn mother.
Iyele Dorsa,Venus,595.00,50.00,278.70,"Dorsum, dorsa",1985,Moldavian witch who directed the winds.
Izakay,Venus,10.20,-12.30,210.80,"Crater, craters",1997,Mari first name.
Izudyr,Venus,6.60,-53.90,135.20,"Crater, craters",1997,Mari (Volga Finn) first name.
Izumi Patera,Venus,74.00,50.00,193.60,"Patera, paterae",1985,Sikibu; Japanese writer (974-1036).
Jaantje,Venus,7.80,46.50,123.00,"Crater, craters",1997,Dutch first name.
Jacqueline,Venus,16.50,-70.10,123.60,"Crater, craters",1994,First name from French.
Jadwiga,Venus,12.70,68.40,91.00,"Crater, craters",1985,Polish first name.
Jael Mons,Venus,36.00,51.20,120.80,"Mons, montes",1991,Hebrew goddess of dawn.
Jalgurik,Venus,7.50,-42.30,125.10,"Crater, craters",1997,Evenk/Tungu first name.
Jamila,Venus,7.90,45.80,134.80,"Crater, craters",1997,Afghan first name.
Jana Chasma,Venus,650.00,-12.20,117.90,"Chasma, chasmata",2003,Roman moon goddess.
Jane,Venus,10.20,-60.50,304.80,"Crater, craters",1997,Hebrew first name.
Janice,Venus,10.00,87.30,261.90,"Crater, craters",1997,English first name.
Janina,Venus,9.30,-2.00,135.70,"Crater, craters",1997,Polish first name.
Janyl,Venus,5.60,-28.00,138.80,"Crater, craters",1997,Kyrgyz first name.
Jarina Corona,Venus,250.00,13.00,165.00,"Corona, coronae",2003,"Brazilian Earth, tree, and happiness goddess."
Jasmin,Venus,15.10,15.60,61.60,"Crater, craters",2000,Arabic first name.
Jaszai Patera,Venus,70.00,32.00,305.00,"Patera, paterae",1997,Mary; Hungarian actress (1850-1926).
Javine Corona,Venus,450.00,-5.50,251.20,"Corona, coronae",1994,Lithuanian harvest goddess.
Jeanne,Venus,19.40,40.10,331.50,"Crater, craters",1985,French first name.
Jennifer,Venus,9.60,-4.60,99.80,"Crater, craters",1994,First name from Greek.
Jerusha,Venus,17.20,-22.00,342.70,"Crater, craters",1994,Hebrew first name.
Jex-Blake,Venus,31.60,65.40,169.30,"Crater, craters",1991,Sophia; British pioneer woman physician (1840-1912).
Jhirad,Venus,50.20,-16.80,105.60,"Crater, craters",1994,Jerusha; Indian physician.
Jitka,Venus,13.00,-61.90,70.90,"Crater, craters",1997,Slovakian first name.
Jocelyn,Venus,14.00,-33.20,276.40,"Crater, craters",1994,German first name.
Jodi,Venus,10.20,-35.70,68.70,"Crater, craters",1997,English first name.
Johanna,Venus,15.10,19.50,247.30,"Crater, craters",1994,Hebrew first name.
Johnson,Venus,24.50,51.80,254.60,"Crater, craters",1994,Amy; Australian aviator (1903-1941).
Jokwa Linea,Venus,2200.00,-17.00,210.00,"Linea, lineae",2003,"Japanese “;Royal Lady of the West“; who waged war with demons and giants, then set the world in order."
Joliot-Curie,Venus,91.10,-1.60,62.40,"Crater, craters",1991,"Irene; French physicist, Nobel laureate (1897-1956)."
Jord Corona,Venus,130.00,-58.50,349.50,"Corona, coronae",1994,Norse earth goddess.
[Josefina],Venus,26.00,44.90,32.30,"Crater, craters",1994,Portuguese first name.
Joshee,Venus,37.00,5.50,288.70,"Crater, craters",1994,Anandibai; Indian pioneer physician (1865-1887).
Jotuni Patera,Venus,100.00,-6.50,214.00,"Patera, paterae",1997,Maria; Finnish writer (1880-1943).
Juanita,Venus,19.30,-62.80,90.00,"Crater, craters",1994,Spanish first name.
Judith,Venus,16.60,-29.10,104.50,"Crater, craters",1994,Hebrew first name.
Juksakka Corona,Venus,320.00,-19.50,44.50,"Corona, coronae",1997,Lapp goddess of birth.
Julie,Venus,13.50,51.00,242.60,"Crater, craters",1985,"Czech, German first name."
Jumaisat,Venus,7.50,-15.10,135.60,"Crater, craters",1997,Kumyk (Daghestan) first name.
Junkgowa Corona,Venus,280.00,37.00,257.00,"Corona, coronae",1994,Yulengor (Australia) fertility goddess.
Juno Chasma,Venus,915.00,-30.50,111.10,"Chasma, chasmata",1982,Roman sky goddess; sister and consort of Jupiter.
[Juno Dorsum],Venus,1652.00,-31.00,95.60,"Dorsum, dorsa",1982,Roman sky goddess; sister and consort of Jupiter.
Jurate Colles,Venus,418.00,56.80,153.50,"Collis, colles",1985,Lithuanian sea goddess.
Justitia Tholus,Venus,60.00,-28.70,296.50,"Tholus, tholi",1997,Roman goddess of justice.
Jutrzenka Vallis,Venus,970.00,27.00,155.80,"Vallis, valles",1997,Polish name for planet Venus.
Jutta,Venus,7.00,0.00,142.60,"Crater, craters",1997,Finnish first name.
Juturna Fluctus,Venus,900.00,-76.00,350.00,"Fluctus, fluctūs",1997,"Roman nymph of the brook in Lavinia, wife of Janus, mother of Fons."
Jyestha Tesserae,Venus,1252.00,65.05,343.41,"Tessera, tesserae","Nov 06, 2019",Indian goddess of inauspicious things; sister of Lakshmi.
Kaapaau Fluctus,Venus,350.00,-66.50,181.00,"Fluctus, fluctūs",2000,Polynesian goddess of sharks.
Kadlu Dorsa,Venus,500.00,-69.50,188.00,"Dorsum, dorsa",1997,Eskimo thunder deity.
Kafutchi,Venus,7.10,26.70,16.40,"Crater, craters",1997,Bantu first name.
Kahlo,Venus,35.60,-59.90,178.90,"Crater, craters",1994,Frida; Mexican artist (1910-1954).
Kaikilani,Venus,19.90,-32.80,163.20,"Crater, craters",1994,First female ruler of Hawaii (c. 1555).
Kaisa,Venus,12.00,13.50,293.30,"Crater, craters",1997,Finnish first name.
Kaiwan Fluctus,Venus,1200.00,-45.50,358.00,"Fluctus, fluctūs",1991,Ethiopian earth mother.
Kala,Venus,17.40,1.50,314.40,"Crater, craters",1994,Koryak (Kamchatka) first name.
Kalaipahoa Linea,Venus,2400.00,-60.50,336.50,"Linea, lineae",1991,Hawaiian war goddess.
Kali Mons,Venus,325.00,9.40,29.20,"Mons, montes",1997,"Hindu goddess, mother of death."
Kallistos Vallis,Venus,900.00,-51.10,21.50,"Vallis, valles",1994,Ancient Greek name for planet Venus.
Kalm Dorsa,Venus,300.00,18.00,309.00,"Dorsum, dorsa",1997,Mansi (Ob River Ugra) winged messenger from gods to humans.
Kalombo,Venus,9.60,-30.50,34.00,"Crater, craters",1997,Bantu first name.
Kaltash Corona,Venus,450.00,0.50,75.00,"Corona, coronae",1997,Mansi (Ob River Ugra) mother goddess.
Kamadhenu Corona,Venus,400.00,21.00,136.50,"Corona, coronae",1994,Hindu goddess of plenty.
Kamari Dorsa,Venus,589.00,59.20,55.80,"Dorsum, dorsa",1985,"Georgian sky maiden, daughter of weather god."
Kamui-Huci Corona,Venus,300.00,-63.50,322.50,"Corona, coronae",1991,Ainu (Japan) earth goddess.
Kanik,Venus,16.50,-32.50,249.90,"Crater, craters",1994,Sakhalin first name.
Kanykey Planitia,Venus,2100.00,-10.00,350.00,"Planitia, planitiae",1997,"Kyrgyz “;Manas“; epic tale heroine, wife of the knight Manas."
Kapenopfu Corona,Venus,200.00,-21.70,271.00,"Corona, coronae",2000,Angami-Naga (Burma/Myanmar) creator goddess.
Kara Linea,Venus,0.00,-44.00,306.00,"Linea, lineae",1982,Icelandic Valkryie.
Karen,Venus,10.50,-12.40,17.70,"Crater, craters",1997,Greek first name.
Karo,Venus,7.00,21.90,37.20,"Crater, craters",1997,Māori first name.
Karra-māhte Fossae,Venus,1800.00,28.00,342.00,"Fossa, fossae",1997,Latvian warrior goddess.
Kartini,Venus,23.40,57.80,333.00,"Crater, craters",1991,Raden Adjeng; Javanese educator (1879-1904).
Kasogonaga Fluctus,Venus,850.00,-18.00,268.00,"Fluctus, fluctūs",2000,Chaco tribes/Guarani (Argentina) female rain spirit.
Kastiatsi Dorsa,Venus,1200.00,-53.00,245.00,"Dorsum, dorsa",1997,Acoma (SW USA) name of the rainbow.
Kastusha,Venus,13.00,-28.60,59.90,"Crater, craters",1997,"Mordovian (Volga River Finn, Russia) first name."
Katieleo Corona,Venus,210.00,-12.50,327.50,"Corona, coronae",1997,Senufo (Burkina Faso) creator goddess.
Katl-Imi Mons,Venus,120.00,-69.00,126.00,"Mons, montes",1997,Khanty (Ob River Ugra) sun goddess.
Katrya,Venus,9.20,-29.50,108.70,"Crater, craters",1997,Ukranian first name.
Katya,Venus,10.50,57.80,285.70,"Crater, craters",1997,Russian first name.
Kauffman,Venus,25.50,49.40,27.10,"Crater, craters",1985,Angelica; German painter (1741-1807).
Kavtora,Venus,9.80,59.00,23.30,"Crater, craters",1997,Afghan first name.
Kawelu Planitia,Venus,3910.00,32.80,246.50,"Planitia, planitiae",1985,"Hawaiian mythological heroine, died and brought back to life."
Kayanu-Hime Corona,Venus,150.00,33.50,57.00,"Corona, coronae",1994,Shinto grain goddess.
Kaygus Chasmata,Venus,503.00,49.60,52.10,"Chasma, chasmata",1985,Ketian (Siberia) ruler of forest animals.
Kelea,Venus,24.50,8.90,25.60,"Crater, craters",1994,Chieftess of Maui (c. 1450).
Kelila,Venus,5.00,52.60,191.80,"Crater, craters",1997,Hebrew first name.
Keller Patera,Venus,69.00,45.00,274.00,"Patera, paterae",1991,Helen; blind and deaf American writer (1880-1968).
Kelly,Venus,11.20,-4.80,359.20,"Crater, craters",1994,Gaelic first name.
Kemble,Venus,23.60,47.70,14.90,"Crater, craters",1985,Fanny; English actress (1809-1893).
Kenny,Venus,52.70,-44.40,271.10,"Crater, craters",1994,"Elizabeth; Australian nurse, therapist (1886-1952)."
Ketzia,Venus,14.60,3.90,300.50,"Crater, craters",1997,Hebrew first name.
Khabuchi Corona,Venus,285.00,-11.00,173.00,"Corona, coronae",2000,Avarian/Andalalan (Daghestan) childbirth deity.
Khadako,Venus,7.40,54.20,139.30,"Crater, craters",1997,Nenets (Samoyed) first name.
Khadne Dorsa,Venus,220.00,-14.00,334.50,"Dorsum, dorsa",1997,Nenets (Samoyed) snowstorm maiden.
Khafiza,Venus,7.00,6.00,299.20,"Crater, craters",1997,Arabic first name.
Khalanasy Vallis,Venus,320.00,-51.00,168.50,"Vallis, valles",1997,Azeri river mermaid.
Khatun,Venus,44.10,40.30,87.20,"Crater, craters",1985,Mihri; Turkish poet (1456-1514).
Khelifa,Venus,10.80,-1.50,129.90,"Crater, craters",1994,Arabic first name.
Khosedem Fossae,Venus,1800.00,-13.00,303.00,"Fossa, fossae",1997,Ketian (Yenisey R.) main evil goddess.
Khotal-Ekva Tholi,Venus,50.00,-9.10,177.80,"Tholus, tholi",1997,Mansi (Ob River Ugra) sun goddess.
Khotun Corona,Venus,200.00,-46.50,81.50,"Corona, coronae",1994,Yakut goddess of plenty.
Kicheda Chasma,Venus,1500.00,-2.50,213.00,"Chasma, chasmata",2003,Nganasan (Taymyr Peninsula Samoyed) lunar goddess.
Ki Corona,Venus,300.00,43.20,227.80,"Corona, coronae",1997,Sumerian earth goddess.
Kimitonga,Venus,5.00,-25.10,48.30,"Crater, craters",1997,Polynesian first name.
Kimtinh Vallis,Venus,550.00,-46.50,67.00,"Vallis, valles",2000,Vietnamese word for planet Venus.
Kingsley,Venus,26.60,-22.60,306.40,"Crater, craters",1994,"Mary; English explorer, writer (1862-1900)."
Kinsei Vallis,Venus,375.00,13.80,140.20,"Vallis, valles",1997,Japanese name for planet Venus.
Kiris,Venus,13.30,20.90,98.80,"Crater, craters",1994,Latvian first name.
Kitna,Venus,15.30,-28.90,277.30,"Crater, craters",1994,Kamchatka first name.
Klafsky,Venus,25.50,-20.70,188.10,"Crater, craters",1994,Katherina; Hungarian opera singer (1855-1896).
Klenova,Venus,141.00,78.10,104.50,"Crater, craters",1985,Mariya; Soviet marine geologist (c. 1910-1978).
Kodu,Venus,10.50,0.90,338.70,"Crater, craters",1997,"Wolof (W. Africa, Senegal) first name."
Koidula,Venus,67.00,64.20,139.60,"Crater, craters",1985,Lydia; Estonian poetess (1843-1886).
Koidutäht Vallis,Venus,700.00,-76.50,130.00,"Vallis, valles",1997,Estonian name for planet Venus.
Koinyt,Venus,11.70,-30.90,293.20,"Crater, craters",1997,Nivkhi (E. Siberia) first name.
Kokomikeis Chasma,Venus,1000.00,0.00,85.00,"Chasma, chasmata",1997,Blackfoot/Algonquin moon goddess.
Kokyanwuti Mons,Venus,400.00,35.50,212.00,"Mons, montes",1997,Hopi earth goddess - “;Spider Woman“;.
Kolias Corona,Venus,200.00,-16.50,207.90,"Corona, coronae",2003,"Greek Earth, nature, and foothills goddess."
Kollado,Venus,5.50,-61.00,53.40,"Crater, craters",1997,Fulbe first name.
Kollwitz,Venus,29.10,25.20,133.60,"Crater, craters",1991,Kathe; German artist (1867-1945).
Kono Mons,Venus,350.00,19.50,268.00,"Mons, montes","Mar 06, 2007","Senufu (Mali, Cote d’Ivoire) goddess of wild birds."
Konopnicka,Venus,20.10,14.50,166.60,"Crater, craters",1994,Marie; Polish author (1842-1910).
Kosi,Venus,7.70,-43.90,54.90,"Crater, craters",1997,Ewe first name.
Kostroma Coronae,Venus,230.00,40.60,7.60,"Corona, coronae",2003,E. Slavic female deity of spring and fertility.
Koti Fluctus,Venus,400.00,12.50,318.00,"Fluctus, fluctūs",1997,"Creek (SE USA) water-frog, helpful spirit."
Kotsmanyako Dorsa,Venus,1900.00,-76.00,242.00,"Dorsum, dorsa",1997,Keresan Pueblo mythological girl who scattered the stars into the sky.
Kottauer Patera,Venus,136.00,36.70,39.60,"Patera, paterae",1985,Helena; Austrian historical writer (1410-1471).
Kottravey Chasma,Venus,744.00,30.50,77.90,"Chasma, chasmata",1985,Dravidian (India) hunting goddess.
Kov-Ava Chasma,Venus,470.00,-58.80,21.80,"Chasma, chasmata",1997,Mordovian (Volga River Finn) forest mistress.
Kozhla-Ava Chasma,Venus,581.00,56.20,50.60,"Chasma, chasmata",1985,Marian (Volga Finn) forest goddess.
Kristina,Venus,9.70,-65.20,315.90,"Crater, craters",1997,"Slavonic form of Christiana, Latin first name."
Kruchina Tesserae,Venus,1000.00,36.00,27.00,"Tessera, tesserae",1997,E. Slavic goddess of sadness.
Krumine Corona,Venus,300.00,-5.00,261.50,"Corona, coronae",1994,Lithuanian food goddess.
Kshumay Mons,Venus,250.00,-54.90,58.00,"Mons, montes",1997,Nuristan (NE Afghanistan) vegetation goddess.
Kuanja Chasma,Venus,890.00,-12.00,99.50,"Chasma, chasmata",1982,Mbundu goddess of the spirit of the hunt.
Kuan-Yin Corona,Venus,310.00,-4.30,10.00,"Corona, coronae",1994,Chinese fertility goddess.
Kubebe Corona,Venus,125.00,15.50,132.50,"Corona, coronae",1994,Hittite mother earth goddess.
Kuldurok Dorsa,Venus,1100.00,-50.40,61.00,"Dorsum, dorsa",1997,Uzbek thunder and lightning goddess.
Kulimina Corona,Venus,170.00,-27.80,261.90,"Corona, coronae",2006,"Arawakan (Brazil, Venezuela) creator goddess who created women."
Kumang Corona,Venus,40.00,25.00,11.80,"Corona, coronae",2003,"Mother goddess of Ibans, the Sea Dayaks of Borneo/Kalimantan, Indonesia."
Kumanyefie Vallis,Venus,600.00,-80.50,335.00,"Vallis, valles",1997,Ewe name for planet Venus.
Kumba,Venus,11.40,26.30,332.70,"Crater, craters",1997,"Fulbe (W. Africa, Guinea) first name."
Kūmsong Vallis,Venus,700.00,-59.00,152.50,"Vallis, valles",1997,Korean name for planet Venus.
Kumudu,Venus,4.40,61.30,154.10,"Crater, craters",1997,Singalese first name.
[Kunapipi Corona],Venus,220.00,-33.90,86.00,"Corona, coronae",1994,Australian mother earth goddess. Changed to Kunapipi Mons.
Kunapipi Mons,Venus,220.00,-33.90,86.00,"Mons, montes",1997,Australian mother earth goddess. Changed from Kunapipi Corona.
Kunhild Corona,Venus,200.00,19.30,80.10,"Corona, coronae",1994,German fertility maiden.
Kunkubey Fluctus,Venus,350.00,-50.00,207.00,"Fluctus, fluctūs",2000,"Yakutian/Sakha goddess, wife of supreme god Yuryung."
Kupo Patera,Venus,100.00,-41.90,195.50,"Patera, paterae",1997,Irena; Israelite astronomer (1929-1978).
Kuro,Venus,8.80,7.80,57.60,"Crater, craters",1997,Fulbe first name.
Kurukulla Mons,Venus,59.00,48.70,103.00,"Mons, montes",1991,Etan (Tibet) goddess of wealth.
Kutue Tessera,Venus,653.00,39.50,108.80,"Tessera, tesserae",1985,Ulchian (Siberia) folklore toad that brings happiness.
Kvasha Patera,Venus,50.00,-9.50,69.00,"Patera, paterae",1997,"Lidiya; Soviet mineralogist, meteorite researcher (1909-1977)."
Kwannon Tholus,Venus,135.00,-26.30,296.80,"Tholus, tholi",1997,Japanese Buddhist goddess of mercy.
Kyen,Venus,5.20,-6.20,64.70,"Crater, craters",1997,Bantu first name.
Kylli,Venus,13.20,41.10,67.00,"Crater, craters",1997,Finnish first name.
[Labé Patera],Venus,83.00,52.10,273.10,"Patera, paterae",1991,Louise Charlin Perrin; French poet (1524-1566).
Lachappelle,Venus,36.80,26.70,336.70,"Crater, craters",1991,Marie; French medical researcher (1769-1821).
Lachesis Tessera,Venus,664.00,44.40,300.10,"Tessera, tesserae",1985,"Greek, one of three Fates."
Lada Terra,Venus,8615.00,-62.50,20.00,"Terra, terrae",1982,Slavic goddess of love.
La Fayette,Venus,39.60,70.20,107.60,"Crater, craters",1985,Marie; French novelist (1634-1693).
Lagerlöf,Venus,56.00,81.20,285.20,"Crater, craters",1985,Selma; Swedish novelist (1858-1940).
Lahar Mons,Venus,225.00,14.00,162.00,"Mons, montes",2003,Assyro-Babylonian goddess of domestic animals.
Lahevhev Tesserae,Venus,1300.00,29.00,189.00,"Tessera, tesserae",1997,Melanesian dead souls goddess.
Laidamlulum Vallis,Venus,2700.00,-73.00,151.00,"Vallis, valles",2000,Maidu (California) name for morning Venus.
Laima Tessera,Venus,971.00,55.00,48.50,"Tessera, tesserae",1985,Latvian and Lithuanian goddess of fate.
Laimdota Planitia,Venus,1800.00,-58.00,117.00,"Planitia, planitiae",1997,Latvian myth heroine.
Laka Mons,Venus,220.00,79.90,262.00,"Mons, montes",1997,Hawaiian uncultivated area goddess.
Lakshmi Planum,Venus,2345.00,68.60,339.30,"Planum, plana",1979,Indian goddess of love and war.
Lalohonua Corona,Venus,460.00,-24.00,250.50,"Corona, coronae",2000,The first woman in Hawaiian mythology.
Lamashtu Mons,Venus,260.00,2.80,172.70,"Mons, montes",2003,Sumerian goddess who inflicted children with diseases.
Lama Tholus,Venus,110.00,7.80,266.00,"Tholus, tholi",2003,Sumerian protective goddess.
Lampedo Linea,Venus,800.00,62.20,293.00,"Linea, lineae",1982,Scythian Amazon queen.
Landowska,Venus,33.00,84.60,74.30,"Crater, craters",1985,Wanda; Polish pianist (1877-1959).
Langtry,Venus,50.30,-17.00,155.00,"Crater, craters",1994,Lillie; English actress (1853-1929).
Lanig Mons,Venus,400.00,-68.50,91.00,"Mons, montes",1997,Semang (Malay Peninsula) creator goddess.
Lara,Venus,3.40,-4.20,2.90,"Crater, craters",1997,Latin first name.
Larisa,Venus,3.70,-18.47,131.06,"Crater, craters","Apr 03, 2007",Latin first name.
Lasdona Chasma,Venus,697.00,69.30,36.80,"Chasma, chasmata",1985,Lithuanian main forest goddess.
Latmikaik Corona,Venus,500.00,-64.00,123.00,"Corona, coronae",1997,Palau (Micronesia) fertility and childbirth goddess.
Latona Chasma,Venus,530.00,26.00,267.50,"Chasma, chasmata",1997,Roman moon goddess.
Latta Corona,Venus,225.00,-38.60,287.00,"Corona, coronae",1997,"Chechen/Ingush (N. Caucasus, Russia) earth goddess."
Laufey Regio,Venus,2100.00,7.00,315.00,"Regio, regiones",2000,Norse giantess.
Laulani,Venus,12.40,-68.20,121.20,"Crater, craters",1994,Hawaiian first name.
Laūma Dorsa,Venus,1517.00,64.80,190.40,"Dorsum, dorsa",1985,"Latvian witch, flies in the sky."
