Feature Name,Target,Diameter,Center Latitude,Center          Longitude,Feature Type,Approval Date,Origin
Sandugach,Venus,10.00,59.90,143.50,"Crater, craters",1997,Tartar first name.
Sanger,Venus,83.60,33.80,288.60,"Crater, craters",1994,Margaret; American medical researcher (1883-1966).
Sanija,Venus,18.00,33.10,251.00,"Crater, craters",1994,Tatar first name.
Santa Corona,Venus,200.00,-34.50,288.00,"Corona, coronae",1997,Sabine goddess of fertility and health.
Saodat,Venus,3.70,-2.90,344.60,"Crater, craters",2000,Uzbek first name.
Saosis Fluctus,Venus,282.00,-43.87,208.29,"Fluctus, fluctūs","May 05, 2023","Egyptian goddess in the form of acacia tree, considered as female sun, counterpart to the sun god Atum."
Sapas Mons,Venus,217.00,8.50,188.30,"Mons, montes",1982,"Phoenician commerce, travel, and messenger goddess."
Sappho Patera,Venus,225.00,14.10,16.50,"Patera, paterae",1979,"Lyric poetess, Lesbos, Asia Minor (fl. between 580-160 B.C.)."
Sarah,Venus,18.50,-42.40,1.80,"Crater, craters",1994,Hebrew first name.
Sarasvati Mons,Venus,200.00,75.70,354.50,"Mons, montes","Sep 04, 2009",Hindu river goddess revered as a great fertilizing and purifying mother.
Sarpanitum Corona,Venus,170.00,-52.30,14.60,"Corona, coronae",1994,Babylonian fertility goddess.
Sartika,Venus,18.70,-63.40,67.00,"Crater, craters",1994,Ibu Dewi; Indonesian educator (1884-1942).
Sarykyz Linea,Venus,370.00,-77.30,200.00,"Linea, lineae",1997,Uzbek evil spirit.
Sasha,Venus,4.60,38.30,277.30,"Crater, craters",1997,Russian first name.
Saskia,Venus,37.10,-28.60,337.10,"Crater, craters",1991,"Artist's model, wife of Rembrandt."
Sati Vallis,Venus,225.00,3.20,334.40,"Vallis, valles",1994,Egyptian river goddess.
Saule Dorsa,Venus,1375.00,-58.00,206.00,"Dorsum, dorsa",1994,Lithuanian and Latvian sun goddess.
Saunau Corona,Venus,200.00,-1.30,173.00,"Corona, coronae",1997,Abkhazian goddess of corn milling.
Sayers,Venus,98.00,-67.50,229.80,"Crater, craters",1994,"Dorothy L.; English novelist, playwright (1893-1957)."
Saykal Fossae,Venus,300.00,73.00,139.00,"Fossa, fossae",1997,Kyrgyz warrior maiden.
Sayligul,Venus,4.30,73.60,172.90,"Crater, craters",1997,Tajik first name.
Scarpellini,Venus,27.10,-23.20,34.60,"Crater, craters",1991,Caterina; 19th century Italian astronomer.
Schumann-Heink Corona,Venus,122.00,74.30,214.50,"Corona, coronae",1997,Ernestine; German singer (1861-1936). Name changed from Schumann-Heink Patera.
[Schumann-Heink Patera],Venus,121.70,74.30,214.50,"Patera, paterae",1991,Ernestine; German singer (1861-1936). Name changed to Schumann-Heink Corona.
Sedna Planitia,Venus,3570.00,42.70,340.70,"Planitia, planitiae",1982,Eskimo; her fingers became seals and whales.
Seia Corona,Venus,225.00,-3.00,153.00,"Corona, coronae",1994,Roman grain goddess.
Seiko,Venus,3.40,-21.00,216.60,"Crater, craters",2003,Japanese first name.
Seiusi Corona,Venus,150.00,-62.00,241.00,"Corona, coronae",1997,Tupi/Guarani (Bolivia) fertility goddess.
Sekmet Mons,Venus,285.00,44.50,240.50,"Mons, montes",1985,Ancient Egyptian goddess of war and battle.
Selma,Venus,11.40,68.50,155.90,"Crater, craters",1985,First name from Celtic.
Selu Corona,Venus,300.00,-42.50,6.00,"Corona, coronae",1994,Cherokee corn goddess.
Semele Tholi,Venus,194.00,64.30,202.90,"Tholus, tholi",1985,Frygian (Phoenician) Earth goddess.
Semiramus Corona,Venus,375.00,-37.00,293.00,"Corona, coronae",1997,Assyrian fertility goddess.
Semuni Dorsa,Venus,514.00,75.90,8.00,"Dorsum, dorsa",1985,Ulchian (Siberia) sky goddess.
Senectus Tesserae,Venus,1400.00,50.00,292.00,"Tessera, tesserae",1997,Roman goddess of old age.
Seo-Ne Chasma,Venus,430.00,-63.50,26.00,"Chasma, chasmata",1997,"Korean moon deity, sun's wife."
Seoritsu Farra,Venus,230.00,-30.00,11.00,"Farrum, farra",1994,Japanese stream goddess.
Sephira Mons,Venus,275.00,-43.00,28.00,"Mons, montes",2003,Spanish goddess of intelligence and creativity.
Serova Patera,Venus,60.00,20.00,247.00,"Patera, paterae",1997,Valentina (Polovikova); Soviet actress (1918-1975).
Seseg,Venus,9.80,-36.30,312.60,"Crater, craters",1997,Buryat (Siberia) first name.
[Seshat Mons],Venus,62.00,26.30,33.20,"Mons, montes",1991,Egyptian goddess of writing.
Sévigné,Venus,29.60,52.60,326.50,"Crater, craters",1985,Marie; French writer (1626-1696).
Seymour,Venus,63.00,18.20,326.50,"Crater, craters",1994,Jane; English queen (c. 1509-1537).
Sezibwa Vallis,Venus,300.00,-44.00,37.00,"Vallis, valles",1997,Ganda river spirit.
Shait Tessera,Venus,220.00,-54.00,173.50,"Tessera, tesserae",1997,Egyptian human destiny goddess.
Shakira,Venus,17.60,3.00,213.60,"Crater, craters",1994,Bashkir first name.
Shala Mons,Venus,90.00,39.40,208.00,"Mons, montes",2006,Canaanite (Phoenicia) storm goddess.
Shamiram Tholus,Venus,10.00,-6.90,335.20,"Tholus, tholi",2000,Armenian goddess of love.
Shasenem,Venus,9.00,-44.00,258.90,"Crater, craters",1997,Turkman first name.
Sheila,Venus,5.60,19.90,50.20,"Crater, craters",1997,Irish/Celtic first name.
Shelikhova Patera,Venus,60.00,-75.70,162.50,"Patera, paterae",1997,Natalia; Russian explorer of Alaska (c. 1750-c. 1800).
Shih Mai-Yu,Venus,22.30,18.40,318.90,"Crater, craters",1994,Chinese physician (1873-1954).
Shimti Tessera,Venus,1275.00,31.90,97.70,"Tessera, tesserae",1985,Babylonian; Ishtar as the goddess of fate.
Shirley,Venus,18.00,31.50,55.40,"Crater, craters",2000,English first name.
Shishimora Dorsa,Venus,800.00,37.00,297.00,"Dorsum, dorsa",1997,E. Slavic night and dreams deity.
Shiwanokia Corona,Venus,500.00,-42.00,279.80,"Corona, coronae",1994,Zuni fertility goddess.
Sholpan Vallis,Venus,590.00,-63.90,150.00,"Vallis, valles",2003,Kazakh and Karakalpak name of planet Venus.
Shulamite Corona,Venus,275.00,-38.80,284.30,"Corona, coronae",1997,Hebrew fertility goddess.
Shulzhenko Patera,Venus,60.00,6.50,264.50,"Patera, paterae",1997,Klavdiya; Soviet singer (1906-1984).
Shushan,Venus,8.50,-43.80,70.20,"Crater, craters",1997,Armenian first name.
Shyv-Amashe Corona,Venus,410.00,-57.00,63.00,"Corona, coronae",1997,Chuvash (Volga Region) main water goddess.
Sicasica Fluctus,Venus,175.00,-52.00,180.40,"Fluctus, fluctūs",1994,Aymara (Bolivia) mountain goddess.
[Siddons],Venus,47.00,61.60,340.60,"Crater, craters",1992,Sarah; English actress (1755-1831). Changed to Siddons Patera.
Siddons Patera,Venus,47.00,61.60,340.60,"Patera, paterae",1997,Sarah; English actress (1755-1831).
Sidney,Venus,20.20,13.40,199.60,"Crater, craters",1994,Mary; Elizabethan dramatist (1561-1621).
Siduri Mons,Venus,105.00,-42.30,297.30,"Mons, montes",1997,Babylonian goddess of wine and wisdom.
Sif Mons,Venus,200.00,22.00,352.40,"Mons, montes",1982,Teutonic goddess; Thor's wife.
Sige Dorsa,Venus,478.00,31.20,106.90,"Dorsum, dorsa",1991,Babylonian sky goddess.
Sigrid,Venus,16.20,63.60,314.40,"Crater, craters",1985,Scandinavian first name.
Sigrun Fossae,Venus,970.00,50.50,18.00,"Fossa, fossae",1985,Norse Valkyrie.
Siksaup Dorsa,Venus,650.00,-73.00,228.00,"Dorsum, dorsa",1997,Kachin (Burma/Myanmar) sun goddess.
Silvia Corona,Venus,270.00,12.60,355.70,"Corona, coronae",1997,Roman earth goddess.
Simbya,Venus,4.00,-74.40,130.00,"Crater, craters",1997,Nganasan (Samoyed) first name.
[Simone],Venus,14.00,59.50,82.00,"Crater, craters",1994,French first name.
Simonenko,Venus,31.90,-26.90,97.60,"Crater, craters",1991,Alla Nikolayevna; Soviet astronomer (1935-1984).
Simoting Corona,Venus,270.00,41.20,21.50,"Corona, coronae",2003,Naga (Tibetan people in NE India) ancestor of all people.
Sinanevt Dorsa,Venus,1800.00,66.50,171.00,"Dorsum, dorsa",1997,"Itelmen (Kamchatka) Raven's daughter, wife of sky man."
Sinann Vallis,Venus,425.00,-49.00,270.00,"Vallis, valles",1994,Irish river goddess.
Sinlaku Corona,Venus,300.00,17.30,260.30,"Corona, coronae",2003,"Micronesian (Kosrae Island, Caroline Islands) breadfruit tree goddess."
Sirani,Venus,28.30,-31.50,230.40,"Crater, craters",1994,"Elisabetta; Italian painter, etcher, printmaker (1638-1665)."
Sirona Dorsa,Venus,700.00,-43.50,193.50,"Dorsum, dorsa",1997,Celtic sky goddess.
Sitapi Coronae,Venus,270.00,-36.50,246.80,"Corona, coronae",2006,"Indonesian earth, nature, and creator goddess."
Sith Corona,Venus,350.00,-10.20,176.50,"Corona, coronae",1994,Norse harvest goddess.
Sitwell,Venus,32.80,16.60,190.40,"Crater, craters",1994,"Edith; English poet, critic (1887-1964)."
Skadi Mons,Venus,40.00,64.00,4.00,"Mons, montes",1994,Norse mountain goddess.
Snegurochka Planitia,Venus,2775.00,86.60,328.00,"Planitia, planitiae",1985,"Snow maiden in Russian folktales, melted in spring."
Snotra Tesserae,Venus,1000.00,24.00,134.00,"Tessera, tesserae",1997,Scandinavian goddess of wisdom.
Sobra Fluctus,Venus,700.00,6.00,248.00,"Fluctus, fluctūs",1997,Marindanim (New Guinea and Melanesia) creator goddess.
Sogbo Dorsa,Venus,900.00,-40.00,237.00,"Dorsum, dorsa",1997,Fon (Benin) thunder goddess/god.
Sogolon Planitia,Venus,1600.00,8.00,107.00,"Planitia, planitiae",1997,"Mandingo (Mali) epic heroine, buffalo-woman, mother of giant."
Solace,Venus,5.30,35.90,317.20,"Crater, craters",2000,Latin first name.
[Somagalags Corona],Venus,105.00,9.30,348.50,"Corona, coronae",1994,Bella Coola earth mother. Name changed to Somagalags Montes.
Somagalags Montes,Venus,105.00,9.30,348.50,"Mons, montes",1997,Bella Coola earth mother. Name changed from Somagalags Corona.
Sonmunde Fluctus,Venus,400.00,-60.00,120.00,"Fluctus, fluctūs",1997,Korean mountain goddess.
Sopdet Tesserae,Venus,500.00,-45.00,243.00,"Tessera, tesserae",1997,Egyptian goddess of Sirius star and the forthcoming year.
Sophia,Venus,17.60,-28.60,18.80,"Crater, craters",1994,First name from Greek.
Sovadi,Venus,12.40,-44.80,225.50,"Crater, craters",2000,Khmer (Cambodia) first name.
Spandarmat Mons,Venus,400.00,-16.50,255.00,"Mons, montes",2000,Iranian mother goddess.
Spidola Dorsa,Venus,950.00,-73.50,325.00,"Dorsum, dorsa",1997,Latvian witch.
Stanton,Venus,107.00,-23.30,199.30,"Crater, craters",1994,Elizabeth C.; American suffragist (1815-1902).
Stefania,Venus,11.70,51.30,333.30,"Crater, craters",1985,Romanian first name.
Stein,Venus,13.30,-30.10,345.50,"Crater, craters",1991,Gertrude; American writer (1874-1946).
Steinbach,Venus,20.30,-41.40,256.90,"Crater, craters",1994,Sabina; German sculptor (c. 1250).
Stina,Venus,10.40,37.40,22.80,"Crater, craters",1985,Swedish first name.
Stopes Patera,Venus,169.00,42.60,46.50,"Patera, paterae",1991,Marie; English paleontologist (1880-1959).
Storni,Venus,21.70,-9.80,245.60,"Crater, craters",1994,Alfonsina; Argentine poet (1892-1938).
Stowe,Venus,80.00,-43.20,233.20,"Crater, craters",1994,Harriet B.; American novelist (1811-1896).
Strenia Fluctus,Venus,490.00,41.00,250.00,"Fluctus, fluctūs",1997,Roman goddess of New Year festivities.
Stuart,Venus,68.60,-30.80,20.20,"Crater, craters",1991,Mary; Queen of Scots (1542-1587).
Su-Anasy Corona,Venus,300.00,-78.00,39.00,"Corona, coronae",1997,Tartar/Kumyk/Karachay mother of water.
Sudenitsa Tesserae,Venus,4200.00,33.00,270.00,"Tessera, tesserae",1997,Slavic fate deities (three sisters).
Sudice Tessera,Venus,500.00,-37.00,112.00,"Tessera, tesserae",1997,Czech goddess of fate.
Sui-ur Linea,Venus,700.00,-61.00,260.00,"Linea, lineae",1997,Mansi (Ob River Ugra) wife of war god.
Suliko,Venus,14.90,9.60,214.60,"Crater, craters",1994,Georgian first name.
Sulis Corona,Venus,136.00,44.30,14.20,"Corona, coronae",2000,British goddess of springs and healing waters.
Sullivan,Venus,32.00,-1.40,110.90,"Crater, craters",1994,Anne; American teacher of Helen Keller (1866-1936).
Sumerla Tholi,Venus,90.00,-13.80,252.20,"Tholus, tholi",2000,E. Slavic underworld goddess.
Sunna Dorsa,Venus,500.00,-53.00,134.00,"Dorsum, dorsa",1997,Norse sun goddess.
Sunrta Corona,Venus,170.00,8.30,11.70,"Corona, coronae",1994,Hindu fertility goddess.
Surija,Venus,15.30,5.30,178.20,"Crater, craters",1994,Azeri first name.
Surupa Dorsa,Venus,981.00,71.70,209.00,"Dorsum, dorsa",1997,"Hindu sky goddess, bringer of rain."
Susanna,Venus,13.30,6.00,93.30,"Crater, craters",1994,First name from Hebrew.
Sus-Khotin Corona,Venus,110.00,-54.00,241.00,"Corona, coronae",2000,Tajik and Uzbek fertility and rain goddess.
Sutkatyn Chasmata,Venus,350.00,-64.00,11.00,"Chasma, chasmata",1997,Kumyk (Daghestan) forest spirit.
Sveta,Venus,21.00,82.50,273.20,"Crater, craters",1991,Russian first name.
Syvne Fluctus,Venus,900.00,-36.00,72.00,"Fluctus, fluctūs",2000,Nenets (Samoyed) winter maiden.
[Szél-anya Dorsa],Venus,975.00,79.40,81.30,"Dorsum, dorsa",1985,Hungarian wind mother.
Szél-anya Lineae,Venus,975.00,79.40,81.30,"Linea, lineae",1985,Hungarian wind mother.
Tacoma Corona,Venus,500.00,-37.00,288.00,"Corona, coronae",1994,"Earth goddess of Salish, Puyallup &amp; Yakima Indians."
Tadaka Corona,Venus,260.00,-4.00,210.50,"Corona, coronae",2003,Indian Earth and nature goddess.
Taglioni,Venus,31.00,41.70,122.60,"Crater, craters",1985,Maria; Italian ballet dancer (1804-1884).
Tahia,Venus,6.10,44.30,73.70,"Crater, craters",1997,Polynesian first name.
Tahmina Planitia,Venus,3000.00,-23.00,80.00,"Planitia, planitiae",1997,"Iranian (Farsi) epic heroine, wife of knight Rustam."
Tai-pe Valles,Venus,400.00,11.00,156.50,"Vallis, valles",1997,Chinese name for planet Venus.
Taira,Venus,19.60,-1.60,296.80,"Crater, craters",1994,Osset first name.
Tai Shan Corona,Venus,175.00,-32.50,95.00,"Corona, coronae",1994,Chinese fertility goddess.
Tako,Venus,10.70,25.10,285.30,"Crater, craters",1997,Fulbe first name.
Takus Mana Corona,Venus,125.00,-19.60,345.30,"Corona, coronae",1994,Hopi (USA) fertility goddess.
Talakin Mons,Venus,175.00,-11.00,355.40,"Mons, montes",1994,Navajo (USA) goddess.
Talvikki,Venus,12.60,41.90,22.00,"Crater, craters",1997,Finnish first name.
Tamara,Venus,11.00,61.60,317.20,"Crater, craters",1985,Georgian first name.
Tamfana Corona,Venus,400.00,-36.30,6.00,"Corona, coronae",1994,Norse fertility goddess.
Tamiyo Corona,Venus,400.00,-36.00,298.50,"Corona, coronae",1994,Japanese goddess of abundance.
Tangba Corona,Venus,200.00,-47.00,258.00,"Corona, coronae",1997,Lobi (Burkina Faso) earth goddess.
Tanya,Venus,14.00,-19.30,282.70,"Crater, craters",1994,Russian first name.
Tan-yondozo Vallis,Venus,800.00,-41.50,87.00,"Vallis, valles",1997,Bashkir name for planet Venus.
Tapati Vallis,Venus,150.00,27.00,304.00,"Vallis, valles",1997,Indian Tapti (Tapi) River goddess.
Taranga Corona,Venus,525.00,16.50,251.50,"Corona, coronae",1994,Polynesian fertility goddess.
Tarbell Patera,Venus,80.00,-58.20,351.50,"Patera, paterae",1994,"Ida; American author, editor (1857-1944)."
Tari Pennu Corona,Venus,180.00,0.30,264.30,"Corona, coronae",2003,Khonds (India) Earth goddess.
Tatyana,Venus,19.00,85.40,212.40,"Crater, craters",1985,Russian first name.
Ta'urua Vallis,Venus,525.00,-80.20,247.50,"Vallis, valles",1994,Tahitian word for the planet Venus.
Taussig,Venus,25.80,-9.20,229.00,"Crater, craters",1994,"Helen; American pediatrician, heart researcher (1898-1986)."
Tawera Vallis,Venus,500.00,-11.60,67.50,"Vallis, valles",1997,Māori name for planet Venus.
Teasdale Patera,Venus,75.00,-67.60,189.10,"Patera, paterae",1994,Sara; American poet (1884- 1933).
Tefnut Mons,Venus,182.00,-38.60,304.00,"Mons, montes",1982,Ancient Egyptian goddess of dew or rain.
Tehina,Venus,5.40,-30.40,76.40,"Crater, craters",1997,Polynesian first name.
Tekarohi,Venus,9.30,21.20,76.40,"Crater, craters",1997,Polynesian first name.
Tellervo Chasma,Venus,600.00,-60.00,125.00,"Chasma, chasmata",1997,Finnish maiden of woods.
Tellus Tessera,Venus,2329.00,42.60,76.80,"Tessera, tesserae",1982,Greek Titaness
Temou,Venus,9.30,-10.00,83.40,"Crater, craters",1997,Polynesian first name.
Tenisheva Patera,Venus,80.00,-1.40,254.80,"Patera, paterae",2000,Mariya; Russian painter and art collector (1867-1928).
Tepev Mons,Venus,301.00,29.00,44.30,"Mons, montes",1985,Quiche Mayan creator goddess.
Teresa,Venus,14.80,-42.50,10.00,"Crater, craters",1994,First name from Greek.
Terhi,Venus,10.70,45.70,253.10,"Crater, craters",1997,Finnish first name.
Teroro,Venus,9.20,-75.80,88.10,"Crater, craters",1997,Polynesian first name.
Teteoinnan Corona,Venus,125.00,-38.50,149.50,"Corona, coronae",1994,Aztec fertility goddess.
Tethus Regio,Venus,0.00,66.00,120.00,"Regio, regiones",1982,Greek Titaness.
Teumere,Venus,5.40,-38.30,88.10,"Crater, craters",1997,Polynesian first name.
Teura,Venus,9.30,-12.30,90.20,"Crater, craters",1997,Polynesian first name.
Tey Patera,Venus,20.00,-17.80,349.10,"Patera, paterae",1994,Josephine; Scottish author (1897-1952).
[Tezan Dorsa],Venus,1079.00,81.40,47.10,"Dorsum, dorsa",1985,Etruscan dawn goddess.
Tezan Lineae,Venus,1079.00,81.40,47.10,"Linea, lineae",1985,Etruscan dawn goddess.
Thallo Mons,Venus,40.00,74.50,231.00,"Mons, montes",1985,Greek goddess of vegetation flowering (Spring Hora).
Thaukhud Linea,Venus,900.00,-24.00,232.00,"Linea, lineae",2003,"Adygan (N. Caucasus) brave female warrior, a good spirit."
Theia Mons,Venus,226.00,22.70,281.00,"Mons, montes",1979,Greek Titaness.
Themis Regio,Venus,1811.00,-37.40,284.20,"Regio, regiones",1982,Greek Titaness.
[Theodora Patera],Venus,0.00,23.00,280.00,"Patera, paterae",1982,Famous Byzantine woman. Feature resolved to be part of chasma.
Thermuthis Corona,Venus,330.00,-8.00,33.00,"Corona, coronae",1994,Egyptian fertility/harvest goddess.
Thetis Regio,Venus,2801.00,-11.40,129.90,"Regio, regiones",1982,Greek Titaness.
Thomas,Venus,25.20,-13.00,272.50,"Crater, craters",1994,Martha; American college president (1857-1935).
Thouris Corona,Venus,190.00,-6.50,12.90,"Corona, coronae",1994,Egyptian fertility goddess.
Tie Fluctus,Venus,550.00,21.00,159.00,"Fluctus, fluctūs",2003,Egyptian goddess of intelligence and wisdom.
T'ien Hu Colles,Venus,947.00,30.70,15.10,"Collis, colles",1991,Chinese sea goddess.
Tiffany,Venus,7.00,-8.70,22.90,"Crater, craters",1997,Greek first name.
Tikoiwuti Dorsa,Venus,1000.00,56.00,225.00,"Dorsum, dorsa",1997,Hopi goddess of darkness.
Tilli-Hanum Planitia,Venus,2300.00,54.00,120.00,"Planitia, planitiae",1997,Azeri “;Ker-ogly“; epic tale heroine.
Tinatin Planitia,Venus,2500.00,-2.00,16.00,"Planitia, planitiae",1994,Georgian epic heroine.
Tingoi Vallis,Venus,250.00,6.00,318.60,"Vallis, valles",1997,Mande (Sierra Leone) river spirit.
Tinianavyt Dorsa,Venus,1500.00,-51.00,239.00,"Dorsum, dorsa",1997,Koryak (Kamchatka) wife of sky man.
Tinyl,Venus,12.80,9.70,132.10,"Crater, craters",1997,Chukcha (NE Siberia) first name.
Tipporah Patera,Venus,99.00,38.90,43.00,"Patera, paterae",1985,Hebrew medical scholar (1500 B.C.).
Tituba Corona,Venus,163.00,42.40,214.70,"Corona, coronae",1997,Nurse who started Salem witch hunt (c. 1692). Name changed from Tituba Patera.
[Tituba Patera],Venus,163.00,42.40,214.70,"Patera, paterae",1991,Nurse who started Salem witch hunt (c. 1692). Name changed to Tituba Corona.
Tkashi-mapa Chasma,Venus,1100.00,13.00,206.00,"Chasma, chasmata",1997,Georgian forest goddess.
Toci Tholus,Venus,300.00,29.50,355.10,"Tholus, tholi",1997,Aztec earthquake goddess.
Toklas,Venus,17.50,0.70,273.10,"Crater, craters",1994,"Alice; American writer, art patron (1877-1967)."
Tolgonay,Venus,4.60,68.80,271.10,"Crater, craters",1997,Kyrgyz first name.
Toma Mons,Venus,80.00,-12.90,232.00,"Mons, montes",2006,Tibetan goddess of intelligence and creativity.
Tomem Dorsa,Venus,970.00,31.20,7.20,"Dorsum, dorsa",1985,"Ketian (Siberia) Mother of the hot; lives in the sky, near the Sun."
Tonatzin Corona,Venus,400.00,-53.00,164.00,"Corona, coronae",1997,Aztec earth and childbirth goddess.
Toyo-uke Corona,Venus,300.00,-62.50,41.50,"Corona, coronae",1994,Shinto fertility goddess.
Triglava Corona,Venus,400.00,-53.50,95.00,"Corona, coronae",1997,Ancient Slavic earth goddess.
Trollope,Venus,27.20,-54.80,246.40,"Crater, craters",1994,Frances; English novelist (1780-1863).
Trotula Corona,Venus,146.00,41.30,18.90,"Corona, coronae",2003,Italian physician (A.D. 1097). Name changed from Trotula Patera.
[Trotula Patera],Venus,146.00,41.30,18.90,"Patera, paterae",1985,Italian physician (A.D. 1097). Name changed to Trotula Corona.
Truth,Venus,47.30,28.70,287.80,"Crater, craters",1994,Sojourner; American abolitionist (1797-1883).
Ts'an Nu Mons,Venus,310.00,-27.20,272.90,"Mons, montes",1997,Chinese goddess of silkworms.
Tsects Chasma,Venus,600.00,-61.60,35.00,"Chasma, chasmata",1997,Haida (NW Coast) friendly spirit of forest underworld - grandma mouse.
Tseraskaya,Venus,30.30,28.60,79.20,"Crater, craters",1985,Lidiya; Soviet astronomer (1855-1931).
Tsetsa,Venus,9.90,31.30,317.70,"Crater, craters",1997,Mordovian (Volga Finn) first name.
Tsiala,Venus,16.50,2.90,100.00,"Crater, craters",1994,Georgian first name.
Tsovinar Dorsa,Venus,1100.00,-46.00,254.00,"Dorsum, dorsa",1997,Armenian lightning deity.
Tsunghi Fluctus,Venus,800.00,-67.00,130.00,"Fluctus, fluctūs",1997,Hibaro (Ecuador) water goddess.
Tsvetayeva,Venus,42.90,64.60,147.40,"Crater, craters",1985,Marina; Soviet poet (1892-1941).
Tsyrma,Venus,7.80,-14.10,318.50,"Crater, craters",1997,Buryat (Siberia) first name.
Tubman,Venus,42.90,23.60,204.60,"Crater, craters",1994,Harriet; American abolitionist (1820-1913).
Tukwunag Dorsa,Venus,1000.00,-69.00,155.00,"Dorsum, dorsa",1997,Hopi cumulus cloud maiden ('kachina').
Tuli Mons,Venus,750.00,13.30,314.60,"Mons, montes",1997,Samoan goddess of creation.
Tumas Corona,Venus,200.00,-16.30,351.20,"Corona, coronae",1994,Hopi (USA) fertility goddess.
Tünde,Venus,16.30,76.80,193.00,"Crater, craters",1985,Hungarian first name.
Tunehakwe Corona,Venus,290.00,-33.40,303.60,"Corona, coronae",2000,Onondaga/Iroquois deities of crops (“;The Three Sisters“;).
Turan Planum,Venus,800.00,-13.00,116.50,"Planum, plana",2003,"Etruscan goddess of love, health, and fertility."
Tureshmat Corona,Venus,150.00,-51.50,289.50,"Corona, coronae",1997,"Ainu (Japan) creator goddess, created Hokkaido Island."
Turgmam Fluctus,Venus,500.00,56.00,220.00,"Fluctus, fluctūs",1997,Nivkhi (Sakhalin Isl.) fire mistress.
Turi Tholus,Venus,15.00,-66.90,222.30,"Tholus, tholi",2000,"Polynesian goddess, created islands' relief."
Tursa Tholus,Venus,75.00,-35.40,205.20,"Tholus, tholi",1997,Italian goddess of terror.
Tursunoy,Venus,4.70,80.90,229.30,"Crater, craters",1997,Uzbek first name.
Tushita Tesserae,Venus,1400.00,-42.00,54.00,"Tessera, tesserae",2000,Hindu deity of resignation to fate. Name changed from Hikuleo Tesserae.
Tusholi Corona,Venus,350.00,69.50,101.20,"Corona, coronae",1985,Chechen and Ingush (Caucasus) goddess of fertility.
Tussaud,Venus,16.00,21.70,221.00,"Crater, craters",1994,Marie; Swiss wax artist (1760-1850).
Tutelina Corona,Venus,180.00,29.00,348.00,"Corona, coronae",1997,Roman harvest goddess.
Tuulikki Mons,Venus,520.00,10.30,274.70,"Mons, montes",1994,Finnish wood goddess.
Tuyara,Venus,13.20,-62.90,15.50,"Crater, craters",1997,Yakut first name.
Tuzandi Mons,Venus,200.00,-42.50,41.50,"Mons, montes",1997,Palaun (Mon-Khmer of Burma/Myanmar) ancestor deity.
Tyche Tessera,Venus,575.00,-44.00,14.50,"Tessera, tesserae",1997,Greek goddess of fate.
Ualinka,Venus,8.10,13.20,168.60,"Crater, craters",1997,Ossetian (N. Caucasus) first name.
Ua-ogrere Mons,Venus,200.00,40.50,117.00,"Mons, montes",1997,"Kivai (New Guinea) ancestor deity, old woman who “;ever existed.“;"
Ubastet Fluctus,Venus,550.00,-48.00,27.00,"Fluctus, fluctūs",1997,Egyptian cat goddess.
Udagan,Venus,11.50,10.70,206.90,"Crater, craters",1997,Yakut first name.
Udaltsova,Venus,26.70,-20.30,275.30,"Crater, craters",1994,Nadezhda; Russian artist (1885-1961).
Udyaka,Venus,7.70,30.90,172.90,"Crater, craters",1997,Orochi (Amur River) first name.
Ugatame Corona,Venus,370.00,-76.50,255.00,"Corona, coronae",1997,Kapauku (Papua/Melanesia) Great Mother goddess.
Ugne,Venus,10.30,34.90,205.80,"Crater, craters",1997,Lithuanian first name.
Uilata Fluctus,Venus,700.00,17.00,314.00,"Fluctus, fluctūs",1997,Cherokee stone-clad female monster.
Ukemochi Corona,Venus,300.00,-39.00,296.10,"Corona, coronae",1994,Japanese fertility goddess.
Uleken,Venus,10.90,33.70,185.10,"Crater, craters",1997,"Nanay (Amur River area, E. Siberia) first name."
Ulfrun Regio,Venus,3954.00,27.00,225.00,"Regio, regiones",1982,Norse giantess.
Ulgen-ekhe Coronae,Venus,300.00,-14.20,224.00,"Corona, coronae",2003,Buryatan Earth mother.
Ulla,Venus,10.40,-51.50,184.50,"Crater, craters",1997,Swedish first name.
Ulpu,Venus,7.00,-35.70,179.00,"Crater, craters",1997,Finnish first name.
Ulrique,Venus,19.60,75.90,55.60,"Crater, craters",1985,French first name.
Uluk,Venus,10.30,-62.20,178.60,"Crater, craters",1997,"Neghidalian (Amur River area, E. Siberia) first name."
Ul'yana,Venus,12.50,24.30,253.00,"Crater, craters",1997,Russian first name.
Umaga Valles,Venus,400.00,-49.00,152.00,"Vallis, valles",1997,Old Tagal name for planet Venus.
Umaima,Venus,6.90,-23.30,195.40,"Crater, craters",1997,Arabic first name.
Umay-ene Corona,Venus,370.00,-27.50,50.50,"Corona, coronae",1997,Kazakh childcare goddess.
Umkana,Venus,6.20,-53.30,198.60,"Crater, craters",1997,Eskimo (Chukotka) first name.
Unay,Venus,11.40,53.50,172.70,"Crater, craters",1997,Mari first name.
Undine Planitia,Venus,2800.00,13.00,303.00,"Planitia, planitiae",1997,"Lithuanian water nymph, mermaid."
Undset,Venus,20.00,51.70,60.80,"Crater, craters",1985,Sigrid; Norwegian author (1882-1949).
Unelanuhi Dorsa,Venus,2600.00,12.00,87.00,"Dorsum, dorsa",1997,Cherokee sun goddess.
